source_lang,target_lang,source_text,target_text
fr,dua,Jéhovah a donné son Fils en rançon pour nous.,Yehova a boli tik’ao ńa Muna ka diko̱ti ońol’asu
fr,dua,"Si nous apprenons à connaître Jéhovah, notre amour pour lui deviendra plus fort et nous deviendrons ses amis.","Nika jeno̱ o jokwa bia Yehova, di me̱nde̱ be̱ diko̱m lao, ndolo di be̱ne̱nno̱ mo̱ pe̱ e me̱nde̱ bata sikime̱ye̱"
fr,dua,"LA Bible promet qu’un jour « la mort n’existera plus » ( ). Dans le chapitre 5 , nous avons appris que la rançon nous donne la possibilité de vivre pour toujours. Mais aujourd’hui, les humains continuent de mourir ( ). Beaucoup de gens se demandent donc : « Où sont les morts ? »","BIBE̱L e makakane̱ biso̱ ná, buńa bō̱, “kwedi e si me̱nde̱ pe̱ be̱.” ( ) O Jokwa 5 , joko ná tongwea na diko̱ti je ná di we̱le̱ be̱ne̱ longe̱ la bwindea. Nde, bato ba dia ba mawo̱. ( ) Ońola nika, myuedi minde̱ne̱ mō̱ di mabaise̱no̱ me nde ná, Nje e mapo̱ye̱ biso̱ ke̱ di wedi e?"
fr,dua,2 Nous voulons encore plus connaître la réponse à cette question quand quelqu’un que nous aimons est mort. Nous nous demandons : « Où est-​il ? Est-​ce qu’il me voit ? Peut-​il m’aider ? Est-​ce que je vais le revoir un jour ? »,"2 Jalabe̱ la mi myuedi le mweńa tobotobo ke̱ di bo̱lo̱ne̱ ńandolo. Je ná di baise̱ na biso̱me̱ne̱ ná: ‘Owe̱ni alono̱ e? Mo̱, a me̱ne̱ biso̱ e? Mo̱, e ná ongwane̱ biso̱ e? Di me̱nde̱ pe̱te̱ je̱ne̱ mo̱ e?’"
fr,dua,"3 Les religions répondent à ces questions de différentes façons. Certaines religions disent que les bons vont au ciel et que les méchants vont en enfer. D’autres religions disent que, quand quelqu’un meurt, il devient un esprit et va vivre avec les membres de sa famille qui sont déjà morts. Et d’autres religions disent qu’après la mort, on est jugé et on renaît avec un corps différent, un corps humain ou animal.","3 Malabe̱ bebasi be mabolano̱ o mi myuedi me diwengisan. Bō̱ be malee̱ ná we te̱ mot’a bwam, o mala o mo̱ń, we pe̱ te̱ ńabobe, o madia nde wea o he̱l. Bō̱ pe̱ be makwala ná, o wedi te̱ o matimba nde eweked’a mudī nde wala ja na belongi bo̱ngo̱ ba mbia bena be se̱le̱ wo̱. Bepe̱pe̱ pe̱ be makwala ná ombusa kwedi na bekaisedi bo̱ngo̱, o mayabe̱ pe̱te̱ peńa, to̱so̱ o matimba pe̱te̱ o longe̱ na ńolo nipe̱pe̱, pondapo̱ ka moto nupe̱pe̱ to̱so̱ ka ńama."
fr,dua,"4 Les religions enseignent des choses très différentes sur la mort. Mais elles disent presque toutes que, quand un humain meurt, une partie de lui continue de vivre. Est-​ce vrai ?","4 E me̱ne̱ne̱ ná bebasi be mokwe̱le̱ belēdi be diwengisan. Nde be̱be̱ na be̱se̱ be mokwe̱le̱ nde belēdi be se̱medi o jo̱nge̱le̱ diwo̱. Be mokwe̱le̱ ná moto a wedi te̱, dongo diwo̱ la ńol’ao di matika be̱ longe̱. Mo̱, nika ńe mbale̱ e?"
fr,dua,"5 Jéhovah sait ce qui nous arrive après notre mort. Il nous dit que, quand quelqu’un meurt, il cesse de vivre . La mort est le contraire de la vie. Donc, quand quelqu’un meurt, ses sentiments et ses souvenirs ne continuent pas de vivre ailleurs * . Quand on est mort, on ne voit plus, on n’entend plus et on ne pense plus.","5 Yehova a bi nje e mapo̱ye̱ biso̱ ke̱ di wedi, a langwedi pe̱ biso̱ ná moto a wedi te̱, longe̱ lao di masuwea nde wa. Kwedi ńe nde diwengisan la longe̱. Moto a wedi so̱ te̱, besengedi bao ba mulema na mo̱nge̱le̱ mao ba si matika be̱ longe̱ wuma ipe̱pe̱. * Di wedi te̱, di si me̱ne̱ pe̱, di si masenga pe̱, di si madutea pe̱ to̱."
fr,dua,"6 Le roi Salomon a écrit que les morts « ne savent rien ». Les morts ne peuvent pas aimer ni avoir de la haine. « Il n’y a ni œuvre, ni projet, ni connaissance, ni sagesse dans la Tombe » ( lire ). En , la Bible dit que, quand quelqu’un meurt, « ses pensées » meurent.","6 Kiṅe̱ Salomo a tili ná “bawedi ba si bi to̱ lambo.” Bawedi ba titi ná ba to̱ndo̱ to̱ singe̱, “ebanja t’ebolo, to̱ jo̱nge̱le̱, to̱ dutea, to̱ dibie̱, ba titi o So̱ngo̱.” (Langa .) O kalat’a , Bibe̱l e malangwea biso̱ ná moto a wedi te̱, “myano mao” pe̱ mi wedi na mo̱."
fr,dua,"7 Lazare était un ami de Jésus. Quand il est mort, Jésus a dit à ses disciples : « Lazare, notre ami, s’est endormi. » Mais il ne voulait pas dire que Lazare dormait. Juste après, il a dit : « Lazare est mort » ( ). Jésus a donc comparé la mort au sommeil. Il n’a pas dit que Lazare était au ciel ou avec les membres de sa famille qui étaient déjà morts. Il n’a pas dit que Lazare était dans un enfer de feu. Et il n’a pas dit que Lazare était revenu à la vie dans un autre corps. En fait, c’était comme si Lazare dormait. D’autres versets de la Bible comparent la mort à un profond sommeil. La Bible dit que, quand Étienne a été tué, il ‘s’est endormi dans la mort’ ( ). L’apôtre Paul aussi a écrit que certains chrétiens « se sont endormis dans la mort » ( ).","7 Ponda diko̱m lao la bwam, Lasaro, a wedino̱, Yesu a langwedi bokwedi bao ná: “Diko̱m lasu Lasaro a kwedi iyo̱.” Nde Yesu a si ta a pula kwala ná Lasaro e nde wumse̱. Na Yesu a bata kwala ná: “Lasaro a wedi.” ( ) Yesu a kobisane̱ so̱ kwedi na iyo̱. A si kwali ná Lasaro a ta o mo̱ń to̱so̱ na belongi bao ba mbia bena be ta be máwo̱. A si kwali pe̱ to̱ ná Lasaro a ta a taka o he̱l, to̱so̱ ná a yabe̱ pe̱te̱ peńa ka mot’a benama nupe̱pe̱ to̱so̱ ka ńama. Ke̱m, e ta nde biana Lasaro a ta nde a po̱to̱ o iyo̱. Bepasi ba Bibe̱l bepe̱pe̱ be makobisane̱ kwedi na iyo̱ a njiba. Bibe̱l e makwala ná ponda Stefano a bwabe̱no̱, ‘a kwedi nde iyo̱’ o kwedi. ( ) Ńamuloloma Paulo pe̱ a tili ná Kriste̱n iwo̱ i “máko̱ iyo̱” o kwedi.​— ."
fr,dua,"8 Quand Jéhovah a créé Adam et Ève, voulait-​il qu’ils meurent un jour ? Non ! Il les avait créés pour qu’ils vivent pour toujours et en parfaite santé. Il leur a même donné l’envie de vivre pour toujours ( ). Les parents ne veulent pas voir leurs enfants vieillir et mourir. C’est la même chose pour Jéhovah. Mais alors, si Jéhovah nous a créés pour vivre éternellement, pourquoi mourons-​nous ?","8 Mo̱, Loba a weki nde Adam na Eva ná ba me̱nde̱ wo̱ buńa bō̱ e? Ke̱m! Yehova a weki babo̱ ná ba be̱ne̱ ja la bwam la ke̱nge̱nge̱, nde ná ba bwane̱ longe̱ la bwindea muńe̱nge̱. Ponda Yehova a wekino̱ bato, a we̱le̱ babo̱ jo̱nge̱le̱ la longe̱ la bwindea o mulema. ( ) Bayedi ba si mapula je̱ne̱ ná bana babu ba maduna, ba wo̱; mulemlem ma besengedi ba teten pe̱ nde Yehova a be̱ne̱nno̱ biso̱. Nde, ye so̱ te̱ ná Loba a weki nde biso̱ ná di be̱ longe̱ o bwindea, ońola nje di mawo̱no̱ e?"
fr,dua,"9 Dans le jardin d’Éden, Jéhovah avait dit à Adam : « Tu peux manger des fruits de tous les arbres du jardin — autant que tu veux —, mais tu ne dois pas manger de fruits de l’arbre de la connaissance du bien et du mal. Car le jour où tu en mangeras, tu mourras » ( ). Cet ordre était clair, et ce n’était pas difficile d’y obéir. De plus, Jéhovah avait le droit de décider de ce qui était bien et de ce qui était mal pour Adam et Ève. S’ils avaient obéi à Jéhovah, ils auraient montré qu’ils respectaient son autorité et qu’ils appréciaient tout ce qu’il leur avait donné.","9 Yehova a langwedi Adam o mōnda ma Ede̱n ná: “We wonja o da bepuma ba myele mye̱se̱ mye o mōnda; nde ba bwele ba dibie̱ la bwam na la bobe o si da mo̱: ebanja buńa o madano̱ mo̱ o mawo̱.” ( ) Ben byanedi ba bwē be si ta ndutu o sengane̱, Yehova a ta pe̱ a be̱ne̱ bwam o langwea Adam na Eva nje ye bwam na nje ye bobe. Ba wusa o lee̱le̱ ná ba boli doi la byanedi la Yehova edube tongwea na sengane̱ labu. Ba wusa pe̱ o lee̱le̱ mo̱ ná ba matimbise̱le̱ mo̱ masoma ońola nje ye̱se̱ a boledino̱ babo̱."
fr,dua,"10 Malheureusement, Adam et Ève ont décidé de désobéir à Jéhovah. Satan a demandé à Ève : « Dieu a-​t-​il vraiment dit que vous ne devez pas manger de fruits de tous les arbres du jardin ? » Ève lui a répondu : « Nous pouvons manger des fruits des arbres du jardin. Mais en ce qui concerne les fruits de l’arbre qui est au milieu du jardin, Dieu a dit : “Vous ne devez pas en manger, [...] sinon vous mourrez.” » ( ).","10 Nje e mabwesane̱ ndutu ye nde ná, Adam na Eva ba po̱si nde o banga sengane̱ Yehova. Satan a langwedi Eva ná: “Obwa, Loba a kwali na mbale̱ ná: Lo si da ńai a myele ye̱se̱ ye o mōnda e?” Na Eva a timbise̱le̱ ná: “Je wonja o da bepuma ba ńai a myele ma mōnda ye̱se̱; nde ońola bepuma ba bwele bo te̱m oteten a mōnda, Loba a kwali ná: ‘Bińo̱ lo si da mo̱, lo si tapa pe̱ to̱ mo̱, lo si ya be̱ lo wo̱.’”​— ."
fr,dua,"11 Alors Satan a dit : « Vous ne mourrez absolument pas. Car Dieu sait que, le jour même où vous en mangerez, [...] vous serez comme Dieu : vous connaîtrez le bien et le mal » ( ). Satan voulait faire croire à Ève qu’elle pouvait décider toute seule de ce qui était bien et de ce qui était mal. Et il lui a menti sur ce qui allait se passer si elle désobéissait : il lui a dit qu’elle n’allait pas mourir. Alors Ève a pris un fruit, en a mangé et elle en a donné à Adam. Adam et Ève savaient que Jéhovah leur avait dit de ne pas manger de ce fruit. Mais ils ont décidé de désobéir à cet ordre clair et raisonnable. C’était évident : ils n’avaient pas de respect pour leur Père plein d’amour. Et ils n’ont aucune excuse pour avoir fait cela !","11 Na Satan a timbise̱le̱ ná: “Lo si mawo̱ tomtom. Nde Loba a bi bwambwam ná o buńa lo madano̱ mo̱, miso̱ mańu ma matelame̱, nde lo mabe̱ ka Loba mo̱me̱ne̱, lo bia nje ye bwam na bobe.” ( ) Satan a ta a pula ná Eva o̱nge̱le̱ ná e ná a no̱ngo̱ bedomsedi ońola mo̱me̱ne̱ ba nje ye bwam na bobe. O ni ponda me̱ne̱, a wo̱ndi jombwea nje e me̱nde̱ po̱ yete̱na Eva a si sengane̱. Satan a kwali ná Eva a si me̱nde̱ wo̱, na Eva a da epuma, a bola pe̱ mom’ao. Adam na Eva ba ta ba bia ná Yehova a langwedi babo̱ ná ba si da y’epuma. Ponda ba dedino̱ mo̱, ba po̱si nde o kwe̱me̱ byanedi be bolabe̱ na bwē, na bena be si ta pe̱ to̱ ndutu. Da labu l’epuma di lee̱le̱ ná ba si boli Sango abu ńa ndolo ńe o mo̱ń edube. Esunge̱-ńolo to̱ ewo̱ e titi ońola nje ba bolino̱!"
fr,dua,12 Jéhovah a été très déçu de voir qu’Adam et Ève n’avaient aucun respect pour lui ! Prenons un exemple : Vous avez fait de votre mieux pour bien élever votre fils et votre fille. Mais ils se rebellent et ils font le contraire de ce que vous leur avez demandé. Que ressentez-​vous ? Vous êtes certainement très triste.,"12 Nika ńe ndutu bwambi ná bayedi basu baboso ba kwe̱m Muweked’abu o ni mbadi! Ne̱ni o masengano̱ o mulema yete̱na o tuse̱ ńolo o kokise̱ mun’a mome to̱so̱ ńa muto, nde a pamwa wa, a bola nje o kwalane̱no̱ mo̱ ná a si bola e? Nika e si me̱nde̱ bwese̱ mulema mo̱ngo̱ ndutu e?"
fr,dua,"13 En désobéissant à Dieu, Adam et Ève ont perdu la possibilité de vivre pour toujours. Jéhovah a dit à Adam : « Tu es poussière et tu retourneras à la poussière » ( lire ). Cela voulait dire qu’Adam redeviendrait de la poussière. Ce serait comme s’il n’avait jamais été créé ( ). Après avoir péché, il est mort : il a cessé d’exister.","13 Adam na Eva ba bo̱lo̱ne̱ longe̱ la bwindea ba wusano̱ kusa ponda ba si sengane̱no̱ Yehova. Yehova a kwalane̱ Adam ná: “We nde mińangadu, o mińangadu pe̱ nde o matimbano̱.” (Langa .) Nika e ta nde e pula kwala ná Adam a me̱nde̱ pe̱te̱ nde timba mińangandu biana a si wekabe̱ to̱ buńa. ( ) Ombusa Adam ko̱ o bobe, a wedi, a si ta pe̱."
fr,dua,"14 Si Adam et Ève avaient obéi à Dieu, ils seraient toujours vivants aujourd’hui. Mais en désobéissant, ils ont péché, et ils ont fini par mourir. Le péché est comme une maladie très grave qu’Adam et Ève, nos premiers parents, nous auraient transmise. Nous sommes tous nés pécheurs et c’est pour cela que nous mourons ( ). Mais ce n’est pas ce que Dieu veut pour les humains. Il n’a jamais voulu que les humains meurent. D’ailleurs, la Bible dit que la mort est un « ennemi » ( ).","14 Adam na Eva ba sengane̱ te̱ Loba, ke̱ ba dia longe̱ nate̱na bon ba we̱nge̱. Nde ponda ba si sengane̱no̱ mo̱, ba boli bobe, na babo̱ ba wo̱ o sukan. Bobe bwe nde ka diboa la bobe lena di sangono̱ na bayedi basu baboso. Biso̱ be̱se̱ di yabe̱ nde ka babobe, ońola nika pe̱ nde di mawo̱no̱. ( ) Nde, seto̱ nika nde ńe mwano ma Loba ońola bato. Loba a si puli to̱ buńa ná bato ba wo̱, Bibe̱l pe̱ e mabele̱ kwedi ná “musingedi.”​— ."
fr,dua,"15 Savoir ce qui se passe après la mort nous libère de beaucoup de mensonges. La Bible dit que les morts ne ressentent ni douleur ni tristesse. Nous ne pouvons pas leur parler et ils ne peuvent pas nous parler. Nous ne pouvons pas les aider et ils ne peuvent pas nous aider. Ils ne peuvent pas nous faire de mal et nous ne devons pas avoir peur d’eux. Pourtant, beaucoup de religions disent que les morts vivent quelque part et que nous pouvons les aider en donnant de l’argent aux chefs religieux (par exemple pour qu’ils fassent une cérémonie pour eux). Mais quand on connaît la vérité sur la mort, on ne se laisse plus tromper par ces mensonges.","15 Mbale̱ jombwea kwedi e mate̱se̱ biso̱ wonja na jita la mo̱nge̱le̱ ma mpenga. Bibe̱l e mokwe̱le̱ biso̱ ná bawedi ba si masenga sese to̱ bwa ndutu. Di titi ná di kwalisane̱ babo̱, to̱ babo̱ pe̱ ba titi ná ba kwalisane̱ biso̱. Di titi ná jongwane̱ bawedi, to̱ babo̱ pe̱ ba titi ná bongwane̱ biso̱. Ba titi ná be̱nse̱ biso̱ sese, di s’angame̱ne̱ so̱ bwa babo̱ bo̱ngo̱. Nde, jita la bebasi be malangwea biso̱ ná bawedi be longe̱ wuma iwo̱ te̱nge̱; ná je ná jongwane̱ babo̱ yete̱na di sawedi badiedi ba bebasi to̱so̱ bō̱ ba malangabe̱ ka basangedi mo̱ni. Nde, mu mpoṅ mwe̱se̱ mu titi ná mu wo̱ndo̱ biso̱ yete̱na di bi mbale̱ jombwea kwedi."
fr,dua,"16 Satan se sert des fausses religions pour nous tromper et nous faire croire que les morts continuent de vivre. Certaines religions disent que, quand un humain meurt, une partie de lui continue de vivre. Votre religion enseigne-​t-​elle cela ? Ou enseigne-​t-​elle ce que la Bible dit sur les morts ? Satan fait croire des mensonges aux gens pour les éloigner de Jéhovah.","16 Satan a mabolane̱ ebasi e kwedi o wo̱ndo̱ biso̱, na bola ná jo̱nge̱le̱ ná bawedi ba dia pe̱te̱ longe̱. K’eyembilan, bebasi bō̱ be mokwe̱le̱ ná, di wedi te̱, dongo diwo̱ la ńol’asu di matika be̱ longe̱ o wuma iwo̱ te̱nge̱. Mo̱, nika nde ebas’ango̱ e mokwe̱le̱no̱ wa e, nga e mokwe̱le̱ nde wa nje Bibe̱l e makwalano̱ jombwea bawedi e? Satan a mabolane̱ mpoṅ o pandise̱ bato etum na Yehova."
fr,dua,"17 Ce que beaucoup de religions enseignent est vraiment choquant. Par exemple, certaines religions disent que les méchants vont brûler en enfer pour toujours. Ce mensonge insulte Dieu. Jéhovah ne permettrait jamais que des humains souffrent de cette façon ! ( Lire ). Prenons un exemple : Quelqu’un punit son enfant en lui mettant les mains dans le feu. Qu’allez-​vous penser de lui ? Vous allez le trouver cruel. Et vous n’aurez pas envie d’apprendre à le connaître. Eh bien, c’est ce que Satan veut que nous pensions de Jéhovah !","17 Nje jita la bebasi be mokwe̱le̱no̱ e mabwesane̱ ndutu. K’eyembilan, bō̱ be malee̱ ná bato ba bobe ba me̱nde̱ dia wea o bwindea o he̱l. Mu mpoṅ mwe nde lou ońola Yehova. A si me̱nde̱ jese̱le̱ tomtom ná bato ba take o ni mbadi! (Langa .) Ne̱ni o me̱ne̱no̱ moto nu madise̱ dia la mun’ao o wea o ko̱kise̱ mo̱ e? O me̱nde̱ je̱ne̱ mo̱ ka moto ńe njo bwambi. O si me̱nde̱ to̱ pula bia mo̱. Mulemlem pe̱ nde Satan a mapulano̱ ná je̱ne̱ Yehova!"
fr,dua,18 Certaines religions disent que les humains deviennent des esprits après leur mort. Elles disent que nous devons respecter les esprits et avoir peur d’eux parce qu’ils peuvent être des amis puissants ou de terribles ennemis. Beaucoup de gens croient à ce mensonge. Ils ont peur des morts. Et ils leur rendent un culte au lieu d’adorer Jéhovah. Mais rappelez-​vous : les morts ne ressentent rien. Il ne faut donc pas avoir peur d’eux. Jéhovah est notre Créateur et il est le vrai Dieu. Nous ne devons adorer personne d’autre que lui ( ).,"18 Bebasi bō̱ be malangwea biso̱ ná bato ba wedi te̱, ba matimba nde bewekedi ba mudī. Be bebasi be malee̱ ná jangame̱n o bola mi midī edube na mo̱me̱ne̱ bwa mo̱ bo̱ngo̱, ońolana me ná mi be̱ biso̱ mako̱m ma ngińa to̱so̱ basingedi ba po̱ko̱po̱ko̱. Jita la bato di dube̱ mu mpoṅ; ońola nika nde ba mabwano̱ bawedi bo̱ngo̱, ba mowe̱no̱ pe̱ babo̱ o mulopo ma jowe̱ Yehova. O si dimbea ná bawedi ba si bi to̱ lambo, ba si masenga pe̱ to̱; di s’angame̱ne̱ so̱ bwa babo̱ bo̱ngo̱. Yehova nde e Muweked’asu. Mo̱ nde e Loba la mbale̱, jangame̱ne̱ pe̱ nde o jowe̱ mo̱me̱ne̱ mō̱ buka te̱.​— ."
fr,dua,19 Connaître la vérité sur la mort nous libère des mensonges que les religions enseignent. Et cela nous aide à comprendre les très belles promesses de Jéhovah qui concernent notre avenir.,19 Bia la mbale̱ jombwea kwedi di mate̱se̱ biso̱ wonja na mpoṅ ma bebasi. Nin mbale̱ e mongwane̱ biso̱ o so̱ṅtane̱ makaki ma betańsedi Yehova a bolino̱ jombwea longe̱ lasu na kie̱le̱ ńasu ni maye̱.
fr,dua,"20 Il y a longtemps, Job, un serviteur de Dieu, a demandé : « Si un homme meurt, peut-​il revivre ? » ( ). Dans la Bible, Jéhovah nous donne une réponse très intéressante. Nous la découvrirons dans le chapitre suivant.","20 Muboled’a Loba mō̱ nu belabe̱ ná Hiob, a baise̱ ye we̱nge̱ etum a ponda bwaba ná: “Moto a wedi te̱, a matimba pe̱te̱ be̱ longe̱ e?” ( , NW ) Mo̱, ye mbale̱ ná nuwedi e ná a timba pe̱te̱ o longe̱ e? Jalabe̱ Loba a mabolano̱ biso̱ o Bibe̱l di makwangwe̱le̱ mulema. Di me̱nde̱ bia di jalabe̱ o jokwa di bupe̱."
fr,dua,"^ § 5 Certaines personnes croient qu’après la mort, l’âme, ou l’esprit, continue de vivre. Pour plus de renseignements, voir les notes n os 17 et 18 .","^ par. 5 Bato bō̱ ba madube̱ ná mudī mu matika be̱ longe̱ ombusa kwed’a moto. O mapula te̱ bata bia mambo mape̱pe̱, ombwa Maki 17 ."
fr,dua,Jéhovah a créé les humains pour qu’ils vivent sur la terre pour toujours.,Yehova a weki bato ná ba be̱ longe̱ o bwindea o wase
fr,dua,Adam venait de la poussière et il est retourné à la poussière.,"Adam a wu nde o mińangadu, o mińangadu pe̱ nde a timbino̱"
fr,dua,"IMAGINEZ : Vous êtes condamné pour un crime que vous n’avez pas commis. On vous envoie en prison pour le reste de votre vie. Vous n’avez aucune chance d’être libéré. Votre avenir est sans espoir, et vous ne pouvez rien y faire. Finalement, vous perdez tout espoir. Mais un jour, vous apprenez que quelqu’un peut vous libérer et qu’il a promis de vous aider ! Que ressentez-​vous ?","DUTEA te̱ ná o kusi mbako o ja o beboa o longe̱ lo̱ngo̱ le̱se̱ ońola bobe o si bolino̱. Ńai to̱ po̱ ńa jo̱so̱ wa oten e titi. O si be̱n dipita to̱ diwo̱, to̱ ńai to̱ po̱ o bola. O ni ponda o bo̱lo̱ne̱no̱ dipita ná bambam nde weno̱ o so̱ ná moto e ńena nu be̱n doi o jo̱so̱ wa, na ná a kakan pe̱ o jongwane̱ wa! Ne̱ni o me̱nde̱no̱ senga o mulema e?"
fr,dua,"2 Nous sommes tous prisonniers de la mort. Nous ne pouvons rien faire pour lui échapper. Mais Jéhovah peut nous libérer de la mort. Et il a promis que la mort, notre « dernier ennemi », ‘serait réduite à rien’ ( ).","2 Kwedi e damedi biso̱ be̱se̱ o beboa. Di titi ná di sunga ńolo, to̱ di we̱ nde ne̱ni. Nde Yehova a be̱n ngińa o sunga biso̱ o kwedi. A kakan pe̱ ná “musingedi nusukan nu me̱nde̱ ńamsabe̱ e nde kwedi.”​— ."
fr,dua,3 Pensez au jour où vous n’aurez plus à avoir peur de la mort. Quel soulagement ! Mais Jéhovah ne va pas seulement faire disparaître la mort. Il va aussi ramener les morts à la vie. Réfléchissez à ce que cela veut dire pour vous. Jéhovah promet que « ceux qui sont sans force dans la mort » vont revivre ( ). C’est ce que la Bible appelle « la résurrection ».,3 Dutea te̱ o lo̱ko̱mea o me̱nde̱no̱ senga ke̱ bo̱ngo̱ ba kwedi bo bo̱i na wa! Nde Yehova a si me̱nde̱ buka te̱ bo̱le̱ kwedi. A me̱nde̱ pe̱ o timbise̱le̱ pe̱te̱ bawedi o longe̱. O̱nge̱le̱ te̱ njika tombwane̱ nika e me̱nde̱no̱ wanea wa. A kakan ná ba ba “nanga o dibudu” ba me̱nde̱ pe̱te̱ be̱ longe̱. ( ) Bibe̱l e mabele̱ nika ná bepumbwedi.
fr,dua,"4 Quand un membre de notre famille ou un ami meurt, nous sommes souvent très tristes et complètement découragés. Nous ne pouvons rien faire pour le ramener à la vie. Mais la Bible nous apporte une vraie consolation ( lire ). Voyons un exemple qui montre que Jéhovah et Jésus veulent vraiment ramener à la vie les gens que nous aimons. Jésus est souvent allé voir Lazare et ses sœurs, Marthe et Marie. Ils étaient tous les trois les amis de Jésus. La Bible dit : « Jésus aimait Marthe et sa sœur et Lazare. » Mais un jour, Lazare est mort ( ).","4 Di bo̱lo̱ne̱ te̱ elong’asu ya mbia to̱so̱ diko̱m la batabata, sese na ndutu be ná ba be̱ ńai di titino̱ ná di we̱lisane̱. Di masenga na biso̱me̱ne̱ ná di si be̱n ngudi to̱ po̱. Di titi ná di bola to̱ lambo o timbise̱le̱ pe̱te̱ nu moto o longe̱. Nde Bibe̱l e mabola biso̱ belo̱ko̱medi ba mbale̱. (Langa .) Jombweye te̱ eyembilan ewo̱ e malee̱le̱ njika ńo̱ngi ninde̱ne̱ Yehova na Yesu ba be̱nno̱ o timbise̱le̱ pe̱te̱ bandolo basu o longe̱. Ponda Yesu a tano̱ o wase, a ta a ko̱lo̱ngo̱ne̱ pe̱pe̱le̱ Lasaro na bandome̱ bao, Marta na Maria. Babo̱ balalo ba ta nde mako̱m ma bwam ma Yesu. Bibe̱l e makwala ná: “Yesu a ta a to̱ndo̱ Marta na munańango na Lasaro pe̱.” Na buńa bō̱ Lasaro a wo̱.​— ."
fr,dua,"5 Jésus est allé consoler Marthe et Marie. Quand Marthe a appris que Jésus arrivait, elle est sortie du village pour aller vers lui. Elle était heureuse de voir Jésus, mais elle lui a dit : « Si tu avais été là, mon frère ne serait pas mort. » Pour elle, Jésus était arrivé trop tard. Ensuite, Jésus a vu Marie en train de pleurer. En voyant que les gens étaient tristes, il a eu de la peine et il a pleuré ( ). Il a ressenti la très grande tristesse qu’on ressent quand quelqu’un qu’on aime meurt.","5 Yesu a ta ala o lo̱ko̱ Marta na Maria. Marta a sengino̱ ná Yesu a niya, na mo̱ ala o dongame̱ne̱ mo̱ o jingea la mundi. A ta muńe̱nge̱ o je̱ne̱ Yesu, nde a langwedi mo̱ ná: “O be̱ te̱ wan, ke̱ munańango am a si wedi.” Marta a ta o̱nge̱le̱ ná Yesu indedi jita. Ponda Yesu e̱nno̱ munańango ao, Maria, a meya, na mo̱ a bwa ndutu ońola sinea labu la milema, a koma miso̱di. ( ) Yesu a sengi mulemlem ma sese ninde̱ne̱ di masengano̱ ke̱ di bo̱lo̱ne̱ ńandolo mō̱."
fr,dua,"6 D’une certaine manière, c’est encourageant de savoir que Jésus a ressenti de la tristesse. Cela montre qu’il déteste la mort. Et puisqu’il ressemble beaucoup à Jéhovah, Jéhovah aussi déteste la mort ( ). Jéhovah peut faire disparaître la mort pour toujours, et c’est ce qu’il fera très bientôt.","6 Nika ńe belo̱ko̱medi ońol’asu o bia ná Yesu pe̱ a masenga mulemlem ma sese di masengano̱ jombwea kwedi. Yesu e nde mulemlem ka Sango. ( ) Yehova a be̱n ngińa o bo̱le̱ kwedi ná bam, nika pe̱ nde a me̱nde̱no̱ bola son a ponda."
fr,dua,"7 La tombe de Lazare était fermée avec une grosse pierre. Quand Jésus est arrivé devant la tombe, il a dit : « Enlevez la pierre. » Mais Marthe ne voulait pas qu’on l’enlève parce que le corps de Lazare était dans la tombe depuis déjà quatre jours ( ). Elle ne savait pas ce que Jésus allait faire pour son frère.","7 Ponda Yesu a po̱ino̱ o so̱ngo̱ wuma mbimba ma Lasaro mu tano̱ mu we̱le̱be̱, dale dinde̱ne̱ di ta o múna ma so̱ngo̱. Na Yesu a kwala ná: “Bińo̱ sumwa dale!” Nde Marta a si ta a pula ná ba bole nika. Mbimba ma Lasaro mu ta mā o so̱ngo̱ etum a “mińa mine̱i.” ( ) A si ta a bia nje Yesu a tano̱ a pula bola o jongwane̱ munańango."
fr,dua,"8 La pierre a été enlevée, puis Jésus a dit à Lazare : « Viens dehors ! » Marthe et Marie ont vu alors quelque chose d’extraordinaire : Lazare est sorti de la tombe ( ). Jésus avait ressuscité Lazare ! Lazare était de nouveau là, avec sa famille et ses amis. Ils pouvaient le prendre dans leurs bras, le toucher et lui parler. Quel miracle magnifique !","8 Na Yesu a kwalane̱ Lasaro ná: “Busa!” Nje Marta na Maria be̱nno̱ ombusa ponda e ta betańsedi. “Na mudimo a busa na myende na mā bena ba kakabe̱ na mabato, na boso bo kakabe̱ na wangisi.” ( ) Lasaro a timbisabe̱ pe̱te̱ o longe̱! A timba pe̱te̱ ja na mbia mao na mako̱m. Ba ta ba we̱le̱ tapa mo̱, ba kwala pe̱ na mo̱. A se̱ betańsedi e! Yesu a pumbwe̱le̱ Lasaro."
